,total_claims,total_30day_fills,total_days_supply,total_drug_cost,event_total
49941,,,,,
49942,,,,,
49943,,,,,
49944,,,,,
49945,,,,,
49946,,,,,
49947,,,,,
49948,,,,,
49949,,,,,
49950,,,,,
49951,,,,,
49952,,,,,
49953,,,,,
49954,,,,,
49955,,,,,
49956,,,,,
49957,,,,,
49958,,,,,
49959,,,,,
49960,,,,,
49961,,,,,
49962,,,,,
49963,,,,,
49964,,,,,
49965,,,,,
49966,,,,,
49967,,,,,
49968,,,,,
49969,,,,,
49970,,,,,
49971,,,,,
49972,,,,,
49973,,,,,
49974,,,,,
49975,,,,,
49976,,,,,
49977,,,,,
49978,,,,,
49979,,,,,
49980,,,,,
49981,,,,,
49982,,,,,
49983,,,,,
49984,,,,,
49985,,,,,
49986,,,,,
49987,,,,,
49988,,,,,
49989,,,,,
49990,,,,,
49991,,,,,
49992,,,,,
49993,,,,,
49994,,,,,
49995,,,,,
49996,,,,,
49997,,,,,
49998,,,,,
49999,,,,,
50000,,,,,
50001,,,,,
50002,,,,,
50003,,,,,
50004,,,,,
50005,98.0,98.0,,,
50006,,,,,
50007,,,,,
50008,,,,,
50009,,,,,
50010,,,,,
50011,,,,74453.39,
50012,,,,,
50013,,,,,
50014,,,,,
50015,,,,,
50016,,,,,
50017,,,,,
50018,,,,,
50019,,,,,
50020,,,,,
50021,,,,,
50022,,,,,
50023,,,,,
50024,,,,,
50025,,,,,
50026,,,,,
50027,,,,,
50028,,,,,
50029,,,,,
50030,,,,,
50031,,,,,
50032,,,,,
50033,,,,,
50034,,,,,
50035,,,,,
50036,,,,,
50037,,,,,
50038,,,,,
50039,,,,,
50040,,,,,
50041,,,,,
50042,,,,,
50043,,,,,
50044,,,,,
50045,,,,,
50046,,,,,
50047,,,,,
50048,,,,,
50049,,,,,
50050,,,,,
50051,,,,,
50052,,,,,
50053,,,,,
50054,,,,,
50055,,,,,
50056,,,,,
50057,,,,,
50058,,,,,
50059,,,,,
50060,,,,,
50061,,,,,
50062,,,,,
50063,,,,,
50064,,,,,
50065,,,,,
50066,,,,,
50067,,,,,
50068,,,,,
50069,,,,,
50070,,,,,
50071,,,,,
50072,,,,,
50073,,,,,
50074,,,,,
50075,,,,,
50076,,,,,
50077,,,,,
50078,,,,,
50079,,,,,
50080,,,,,
50081,,,,,
50082,,,,,
50083,,,,,
50084,,,,,
50085,,,,,
50086,,,,,
50087,,,,,
50088,,,,,
50089,,,,,
50090,,,,,
50091,,,,,
50092,,,,,
50093,,,,,
50094,,,,,
50095,,,,,
50096,,,,,
50097,,,,,
50098,,,,,
50099,,,,,
50100,,,,,
50101,,,,,
50102,,,,,
50103,,,,,
50104,,,,,
50105,,,,,
50106,,,,,
50107,,,,,
50108,,,,,
50109,,,,,
50110,,,,,
50111,,,,,
50112,,,,,
50113,,,,,
50114,,,,,
50115,,,,,
50116,,,,,
50117,,,,,
50118,,,,,
50119,,,,,
50120,,,,,
50121,,,,,
50122,,,,,
50123,,,,,
50124,,,,,
50125,,,,,
50126,,,,,
50127,,,,,
50128,,,,,
50129,,,,,
50130,,,,,
50131,,,,,
50132,,,,,
50133,,,,,
50134,,,,,
50135,,,,,
50136,,,,,
50137,,,,,
50138,,,,,
50139,,,,,
50140,,,,,
50141,,,,,
50142,,,,,
50143,,,,,
50144,,,,,
50145,,,,,
50146,,,,,
50147,,,,,
50148,,,,,
50149,,,,,
50150,,,,,
50151,,,,,
50152,,,,,
50153,,,,,
50154,,,,,
50155,,,,,
50156,,,,,
50157,,,,,
50158,,,,,
50159,,,,,
50160,,,,,
50161,,,,,
50162,,,,,
50163,,,,,
50164,,,,,
50165,,,,,
50166,,,,,
50167,,,,,
50168,,,,,
50169,,,,,
50170,,,,,
50171,,,,,
50172,,,,,
50173,,,,,
50174,,,,,
50175,,,,,
50176,,,,,
50177,,,,,
50178,,,,,
50179,,,,,
50180,,,,,
50181,,,,,
50182,,,,,
50183,,,,,
50184,,,,,
50185,,,,,
50186,,,,,
50187,,,,,
50188,,,,,
50189,,,,,
50190,,,,,
50191,,,,,
50192,,,,,
50193,,,,,
50194,,,,,
50195,,,,,
50196,,,,,
50197,,,,,
50198,,,,,
50199,,,,,
50200,,,,,
50201,,,,,
50202,,,,,
50203,,,,,
50204,,,,,
50205,,,,,
50206,,,,,
50207,,,,,
50208,,,,,
50209,,,,,
50210,,,,,
50211,,,,,
50212,,,,,
50213,,,,,
50214,,,,,
50215,,,,,
50216,,,,,
50217,,,,,
50218,,,,,
50219,,,,,
50220,,,,,
50221,,,,,
50222,,,,,
50223,,,,,
50224,,,,,
50225,,,,,
50226,,,,,
50227,,,,,
50228,,,,,
50229,,,,,
50230,,,,,
50231,,,,,
50232,,,,,
50233,,,,,
50234,,,,,
50235,,,,,
50236,,,,262857.36,
50237,,,,262857.36,
50238,,,,262857.36,
50239,,,,262857.36,
50240,,,,262857.36,
50241,,,,262857.36,
50242,,,,262857.36,
50243,,,,262857.36,
50244,,,,262857.36,
50245,,,,262857.36,
50246,,,,262857.36,
50247,,,,262857.36,
50248,,,,262857.36,
50249,,,,262857.36,
50250,,,,262857.36,
50251,,,,262857.36,
50252,,,,262857.36,
50253,,,,262857.36,
50254,,,,262857.36,
50255,,,,262857.36,
50256,,,,262857.36,
50257,,,,262857.36,
50258,,,,262857.36,
50259,,,,67002.9,
50260,,,,67002.9,
50261,,,,67002.9,
50262,,,,67002.9,
50263,,,,67002.9,
50264,,,,67002.9,
50265,,,,67002.9,
50266,,,,67002.9,
50267,,,,67002.9,
50268,,,,67002.9,
50269,,,,67002.9,
50270,,,,67002.9,
50271,,,,67002.9,
50272,,,,67002.9,
50273,,,,67002.9,
50274,,,,67002.9,
50275,,,,67002.9,
50276,,,,67002.9,
50277,,,,67002.9,
50278,,,,67002.9,
50279,,,,67002.9,
50280,,,,67002.9,
50281,,,,67002.9,
50282,,,,67002.9,
50283,,,,67002.9,
50284,,,,67002.9,
50285,,,,67002.9,
50286,,,,67002.9,
50287,,,,67002.9,
50288,,,,67002.9,
50289,,,,67002.9,
50290,,,,67002.9,
50291,,,,67002.9,
50292,,,,67002.9,
50293,,,,67002.9,
50294,,,,67002.9,
50295,,,,67002.9,
50296,,,,67002.9,
50297,,,,67002.9,
50298,,,,67002.9,
50299,,,,67002.9,
50300,,,,67002.9,
50301,,,,67002.9,
50302,,,,67002.9,
50303,,,,67002.9,
50304,,,,67002.9,
50305,,,,67002.9,
50306,,,,67002.9,
50307,,,,67002.9,
50308,,,,67002.9,
50309,,,,67002.9,
50310,,,,67002.9,
50311,,,,67002.9,
50312,,,,67002.9,
50313,,,,67002.9,
50314,,,,67002.9,
50315,,,,67002.9,
50316,,,,67002.9,
50317,,,,67002.9,
50318,,,,67002.9,
50319,,,,67002.9,
50320,,,,193609.76,
50321,,,,31452.43,
50322,,,,31452.43,
50323,,,,31452.43,
50324,,,,31452.43,
50325,,,,31452.43,
50326,,,,31452.43,
50327,,,,31452.43,
50328,,,,31452.43,
50329,,,,31452.43,
50330,,,,31452.43,
50331,,,,31452.43,
50332,,,,31452.43,
50333,,,,31452.43,
50334,,,,31452.43,
50335,,,,31452.43,
50336,,,,31452.43,
50337,,,,31452.43,
50338,,,,31452.43,
50339,,,,31452.43,
50340,,,,31452.43,
50341,,,,31452.43,
50342,,,,31452.43,
50343,,,,31452.43,
50344,,,,31452.43,
50345,,,,31452.43,
50346,,,,31452.43,
50347,,,,31452.43,
50348,,,,31452.43,
50349,,,,31452.43,
50350,,,,31452.43,
50351,,,,,
50352,,,,,
50353,,,,,
50354,,,,,
50355,,,,,
50356,,,,,
50357,,,,,
50358,,,,,
50359,,,,,
50360,,,,,
50361,,,,,
50362,,,,,
50363,,,,,
50364,,,,,
50365,,,,,
50366,,,,,
50367,,,,,
50368,,,,53754.55,
50369,,,,,2211.0
50370,,,,,2211.0
50371,,,,,2211.0
50372,,,,,2211.0
50373,,,,,2211.0
50374,,,,,2211.0
50375,,,,,2211.0
50376,,,,,2211.0
50377,,,,,2211.0
50378,,,,,2211.0
50379,,,,,2211.0
50380,,,,,2211.0
50381,,,,,2211.0
50382,,,,,2211.0
50383,,,,,2211.0
50384,,,,,2211.0
50385,,,,,2211.0
50386,,,,,2211.0
50387,,,,,2211.0
50388,,,,,2211.0
50389,,,,,2211.0
50390,,,,,2211.0
50391,,,,,2211.0
50392,,,,,2211.0
50393,45.0,,,156188.55,
50394,45.0,,,156188.55,
50395,45.0,,,156188.55,
50396,45.0,,,156188.55,
50397,45.0,,,156188.55,
50398,45.0,,,156188.55,
50399,45.0,,,156188.55,
50400,45.0,,,156188.55,
50401,45.0,,,156188.55,
50402,45.0,,,156188.55,
50403,45.0,,,156188.55,
50404,45.0,,,156188.55,
50405,45.0,,,156188.55,
50406,45.0,,,156188.55,
50407,45.0,,,156188.55,
50408,45.0,,,156188.55,
50409,45.0,,,156188.55,
50410,45.0,,,156188.55,
50411,45.0,,,156188.55,
50412,45.0,,,156188.55,
50413,45.0,,,156188.55,
50414,45.0,,,156188.55,
50415,45.0,,,156188.55,
50416,45.0,,,156188.55,
50417,45.0,,,156188.55,
50418,45.0,,,156188.55,
50419,45.0,,,156188.55,
50420,45.0,,,156188.55,
50421,45.0,,,156188.55,
50422,45.0,,,156188.55,
50423,45.0,,,156188.55,
50424,45.0,,,156188.55,
50425,45.0,,,156188.55,
50426,45.0,,,156188.55,
50427,45.0,,,156188.55,
50428,45.0,,,156188.55,
50429,45.0,,,156188.55,
50430,45.0,,,156188.55,
50431,45.0,,,156188.55,
50432,45.0,,,156188.55,
50433,45.0,,,156188.55,
50434,45.0,,,156188.55,
50435,45.0,,,156188.55,
50436,45.0,,,156188.55,
50437,45.0,,,156188.55,
50438,45.0,,,156188.55,
50439,45.0,,,156188.55,
50440,45.0,,,156188.55,
50441,45.0,,,156188.55,
50442,45.0,,,156188.55,
50443,45.0,,,156188.55,
50444,45.0,,,156188.55,
50445,45.0,,,156188.55,
50446,45.0,,,156188.55,
50447,45.0,,,156188.55,
50448,45.0,,,156188.55,
50449,45.0,,,156188.55,
50450,45.0,,,156188.55,
50451,45.0,,,156188.55,
50452,,,,192190.35,
50453,,,,101668.66,
50454,,,,270120.58,
50455,,,,,
50456,,,,,
50457,,,,77171.84,
50458,,,,34582.8,
50459,,,,,
50460,,,,,
50461,,,,,
50462,,,,,
50463,,,,,
50464,,,,,
50465,,,,,
50466,,,,,
50467,,,,,
50468,,,,,
50469,,,,,
50470,,,,,
50471,,,,,
50472,,,,,
50473,,,,,
50474,,,,,
50475,,,,29528.13,
50476,,,,29528.13,
50477,,,,29528.13,
50478,,,,29528.13,
50479,,,,29528.13,
50480,,,,29528.13,
50481,,,,29528.13,
50482,,,,29528.13,
50483,,,,29528.13,
50484,,,,29528.13,
50485,,,,29528.13,
50486,,,,29528.13,
50487,,,,29528.13,
50488,,,,29528.13,
50489,,,,29528.13,
50490,,,,29528.13,
50491,,,,29528.13,
50492,,,,29528.13,
50493,,,,29528.13,
50494,,,,29528.13,
50495,,,,29528.13,
50496,,,,29528.13,
50497,,,,29528.13,
50498,,,,29528.13,
50499,,,,29528.13,
50500,,,,29528.13,
50501,,,,29528.13,
50502,,,,,
50503,,,,,
50504,,,,,
50505,,,,,
50506,,,,,
50507,,,,,
50508,,,,,
50509,,,,,
50510,,,,,
50511,,,,,
50512,,,,,
50513,,,,,
50514,,,,,
50515,,,,348585.96,
50516,,,,348585.96,
50517,,,,348585.96,
50518,,,,348585.96,
50519,,,,348585.96,
50520,,,,348585.96,
50521,,,,,
50522,,,,,
50523,,,,,
50524,,,,,
50525,,,,,
50526,,,,,
50527,,,,,
50528,,,,,
50529,,,,,
50530,,,,,
50531,,,,,
50532,,,,,
50533,,,,,
50534,,,,,
50535,,,,,
50536,,,,,
50537,,,,,
50538,,,,,
50539,,,,,
50540,,,,,
50541,,,,,
50542,,,,,
50543,,,,,
50544,,,,,
50545,,,,,
50546,,,,,
50547,,,,,
50548,,,,,
50549,,,,,
50550,,,,,
50551,,,,,
50552,,,,,
50553,,,,,
50554,,,,,
50555,,,,,
50556,,,,,
50557,,,,,
50558,,,,,
50559,,,,,
50560,,,,,
50561,,,,,
50562,,,,,
50563,,,,,
50564,,,,,
50565,,,,,
50566,,,,,
50567,,,,,
50568,,,,,
50569,,,,,
50570,,,,,
50571,,,,,
50572,,,,,
50573,,,,,
50574,,,,,
50575,,,,,
50576,,,,,
50577,,,,,
50578,,,,,
50579,,,,,
50580,,,,,
50581,,,,,
50582,,,,,
50583,,,,,
50584,,,,,
50585,,,,,
50586,,,,,
50587,,,,,
50588,,,,,
50589,,,,,
50590,,,,,
50591,,,,,
50592,,,,,
50593,,,,,
50594,,,,,
50595,,,,,
50596,,,,,
50597,,,,,
50598,,,,,
50599,,,,,
50600,,,,,
50601,,,,,
50602,,,,,
50603,,,,,
50604,,,,,
50605,,,,,
50606,,,,,
50607,,,,,
50608,,,,,
50609,,,,,
50610,,,,,
50611,,,,,
50612,,,,,
50613,,,,,
50614,,,,,
50615,,,,,
50616,,,,,
50617,,,,,
50618,,,,,
50619,,,,,
50620,,,,,
50621,,,,,
50622,,,,,
50623,,,,,
50624,,,,,
50625,,,,,
50626,,,,,
50627,,,,,
50628,,,,,
50629,,,,,
50630,,,,,
50631,,,,,
50632,,,,,
50633,,,,,
50634,,,,,
50635,,,,,
50636,,,,,
50637,,,,,
50638,,,,,
50639,,,,,
50640,,,,,
50641,,,,,
50642,,,,,
50643,,,,,
50644,,,,,
50645,,,,,
50646,,,,,
50647,,,,,
50648,,,,,
50649,,,,,
50650,,,,,
50651,,,,,
50652,,,,,
50653,,,,,
50654,,,,,
50655,,,,,
50656,,,,,
50657,,,,,
50658,,,,,
50659,,,,,
50660,,,,,
50661,,,,,
50662,,,,,
50663,,,,,
50664,,,,,
50665,,,,,
50666,,,,,
50667,,,,,
50668,,,,,
50669,,,,,
50670,,,,,
50671,,,,,
50672,,,,,
50673,,,,,
50674,,,,,
50675,,,,,
50676,,,,,
50677,,,,,
50678,,,,,
50679,,,,,
50680,,,,,
50681,,,,,
50682,,,,,
50683,,,,,
50684,,,,,
50685,,,,,
50686,,,,,
50687,,,,,
50688,,,,,
50689,,,,,
50690,,,,,
50691,,,,,
50692,,,,,
50693,,,,,
50694,,,,,
50695,,,,,
50696,,,,,
50697,,,,,
50698,,,,,
50699,,,,,
50700,,,,,
50701,,,,,
50702,,,,,
50703,,,,,
50704,,,,,
50705,,,,,
50706,,,,,
50707,,,,,
50708,,,,,
50709,,,,,
50710,,,,,
50711,,,,,
50712,,,,,
50713,,,,,
50714,,,,,
50715,,,,,
50716,,,,,
50717,,,,,
50718,,,,,
50719,,,,,
50720,,,,,
50721,,,,,
50722,,,,,
50723,,,,,
50724,,,,,
50725,,,,,
50726,,,,,
50727,,,,,
50728,,,,,
50729,,,,,
50730,,,,,
50731,,,,,
50732,,,,,
50733,,,,145685.31,
50734,,,,145685.31,
50735,,,,145685.31,
50736,,,,145685.31,
50737,,,,145685.31,
50738,,,,145685.31,
50739,,,,145685.31,
50740,,,,145685.31,
50741,,,,145685.31,
50742,,,,145685.31,
50743,,,,,
50744,,,,28823.01,
50745,,,,28823.01,
50746,,,,28823.01,
50747,,,,28823.01,
50748,,,,28823.01,
50749,,,,28823.01,
50750,,,,28823.01,
50751,,,,28823.01,
50752,,,,28823.01,
50753,,,,28823.01,
50754,,,,28823.01,
50755,,,,28823.01,
50756,,,,28823.01,
50757,,,,28823.01,
50758,,,,28823.01,
50759,,,,28823.01,
50760,,,,28823.01,
50761,,,,28823.01,
50762,,,,28823.01,
50763,,,,28823.01,
50764,,,,28823.01,
50765,,,,28823.01,
50766,,,,28823.01,
50767,,,,28823.01,
50768,,,,28823.01,
50769,,,,28823.01,
50770,,,,28823.01,
50771,,,,28823.01,
50772,,,,28823.01,
50773,,,,28823.01,
50774,,,,28823.01,
50775,,,,28823.01,
50776,,,,28823.01,
50777,,,,28823.01,
50778,,,,28823.01,
50779,,,,28823.01,
50780,,,,28823.01,
50781,,,,28823.01,
50782,,,,28823.01,
50783,,,,28823.01,
50784,,,,28823.01,
50785,,,,28823.01,
50786,,,,28823.01,
50787,,,,28823.01,
50788,,,,28823.01,
50789,,,,28823.01,
50790,,,,28823.01,
50791,,,,28823.01,
50792,,,,28823.01,
50793,,,,28823.01,
50794,,,,28823.01,
50795,,,,28823.01,
50796,,,,28823.01,
50797,,,,28823.01,
50798,,,,28823.01,
50799,,,,28823.01,
50800,,,,28823.01,
50801,,,,28823.01,
50802,,,,28823.01,
50803,,,,73001.82,
50804,,,,73001.82,
50805,,,,73001.82,
50806,,,,73001.82,
50807,,,,73001.82,
50808,,,,73001.82,
50809,,,,73001.82,
50810,,,,73001.82,
50811,,,,73001.82,
50812,,,,73001.82,
50813,,,,73001.82,
50814,,,,73001.82,
50815,,,,73001.82,
50816,,,,73001.82,
50817,,,,73001.82,
50818,,,,73001.82,
50819,,,,270476.89,
50820,182.0,182.0,3437.0,53091.3,
50821,182.0,182.0,3437.0,53091.3,
50822,182.0,182.0,3437.0,53091.3,
50823,182.0,182.0,3437.0,53091.3,
50824,182.0,182.0,3437.0,53091.3,
50825,182.0,182.0,3437.0,53091.3,
50826,182.0,182.0,3437.0,53091.3,
50827,182.0,182.0,3437.0,53091.3,
50828,182.0,182.0,3437.0,53091.3,
50829,182.0,182.0,3437.0,53091.3,
50830,182.0,182.0,3437.0,53091.3,
50831,182.0,182.0,3437.0,53091.3,
50832,182.0,182.0,3437.0,53091.3,
50833,182.0,182.0,3437.0,53091.3,
50834,182.0,182.0,3437.0,53091.3,
50835,182.0,182.0,3437.0,53091.3,
50836,182.0,182.0,3437.0,53091.3,
50837,182.0,182.0,3437.0,53091.3,
50838,182.0,182.0,3437.0,53091.3,
50839,182.0,182.0,3437.0,53091.3,
50840,182.0,182.0,3437.0,53091.3,
50841,,,,,
50842,,,,,
50843,,,,,
50844,,,,,
50845,,,,,
50846,,,,,
50847,,,,,
50848,,,,,
50849,,,,,
50850,,,,,
50851,,,,,
50852,,,,,
50853,,,,,
50854,,,,,
50855,,,,,
50856,,,,,
50857,,,,,
50858,,,,,
50859,,,,,
50860,,,,,
50861,,,,,
50862,,,,,
50863,,,,,
50864,,,,,
50865,,,,,
50866,,,,,
50867,,,,,
50868,,,,,
50869,,,,,
50870,,,,,
50871,,,,,
50872,,,,,
50873,,,,,
50874,,,,,
50875,,,,,
50876,,,,,
50877,,,,,
50878,,,,,
50879,,,,,
50880,,,,,
50881,,,,,
50882,,,,,
50883,,,,,
50884,,,,,
50885,,,,,
50886,,,,,
50887,,,,,
50888,,,,,
50889,,,,,
50890,,,,,
50891,,,,,
50892,,,,,
50893,,,,,
50894,,,,,
50895,,,,,
50896,,,,,
50897,,,,,
50898,,,,,
50899,,,,,
50900,,,,,
50901,,,,,
50902,,,,,
50903,,,,,
50904,,,,,
50905,,,,,
50906,,,,,
50907,,,,,
50908,,,,,
50909,,,,,
50910,,,,,
50911,,,,,
50912,,,,,
50913,,,,,
50914,,,,,
50915,,,,,
50916,,,,,
50917,,,,,
50918,,,,,
50919,,,,,
50920,,,,,
50921,,,,,
50922,,,,,
50923,,,,,
50924,,,,,
50925,,,,,
50926,,,,,
50927,,,,,
50928,,,,,
50929,,,,,
50930,,,,,
50931,,,,,
50932,,,,,
50933,,,,,
50934,,,,,
50935,,,,,
50936,,,,,
50937,,,,,
50938,,,,,
50939,,,,,
50940,,,,,
50941,,,,,
50942,,,,,
50943,,,,,
50944,,,,,
50945,,,,,
50946,,,,,
50947,,,,,
50948,,,,,
50949,,,,,
50950,,,,,
50951,,,,,
50952,,,,,
50953,,,,,
50954,,,,,
50955,,,,,
50956,,,,,
50957,,,,,
50958,,,,,
50959,,,,,
50960,,,,,
50961,,,,,
50962,,,,,
50963,,,,,
50964,,,,,
50965,,,,,
50966,,,,,
50967,,,,,
50968,,,,,
50969,,,,,
50970,,,,,
50971,,,,,
50972,,,,,
50973,,,,,
50974,,,,,
50975,,,,194421.08,
50976,,,,194421.08,
50977,,,,194421.08,
50978,,,,,
50979,,,,,
50980,,,,,
50981,,,,,
50982,,,,,
50983,,,,,
50984,,,,,
50985,,,,,
50986,,,,,
50987,,,,,
50988,,,,,
50989,,,,,
50990,,,,,
50991,,,,,
50992,,,,,
50993,,,,,
50994,,,,,
50995,,,,,
50996,,,,,
50997,,,,,
50998,,,,,
50999,,,,,
51000,,,,,
51001,,,,,
51002,,,,,
51003,,,,,
51004,,,,,
51005,,,,,
51006,,,,,
51007,,,,,
51008,,,,,
51009,,,,,
51010,,,,,
51011,,,,,
51012,,,,,
51013,,,,,
51014,,,,,
51015,,,,,
51016,,,,,
51017,,,,,
51018,,,,,
51019,,,,,
51020,,,,,
51021,,,,,
51022,,,,,
51023,,,,,
51024,,,,,
51025,,,,,
51026,,,,,
51027,,,,,
51028,,,,,
51029,,,,,
51030,,,,,
51031,,,,,
51032,,,,,
51033,,,,,
51034,,,,,
51035,,,,,
51036,,,,,
51037,,,,,
51038,,,,,
51039,,,,,
51040,,,,,
51041,,,,,
51042,,,,,
51043,,,,,
51044,,,,,
51045,,,,,
51046,,,,,
51047,,,,,
51048,,,,,
51049,,,,,
51050,,,,,
51051,,,,,
51052,,,,,
51053,,,,,
51054,,,,,
51055,,,,,
51056,,,,,
51057,,,,,
51058,,,,,
51059,,,,,
51060,,,,,
51061,,,,,
51062,,,,,
51063,,,,,
51064,,,,,
51065,,,,,
51066,,,,,
51067,,,,,
51068,,,,,
51069,,,,,
51070,,,,,
51071,,,,,
51072,,,,,
51073,,,,,
51074,,,,,
51075,,,,,
51076,,,,,
51077,,,,,
51078,,,,,
51079,,,,,
51080,,,,,
51081,,,,,
51082,,,,,
51083,,,,,
51084,,,,,
51085,,,,,
51086,,,,,
51087,,,,,
51088,,,,,
51089,,,,,
51090,,,,,
51091,,,,,
51092,,,,,
51093,,,,,
51094,,,,,
51095,,,,,
51096,,,,,
51097,,,,,
51098,,,,,
51099,,,,,
51100,,,,,
51101,,,,,
51102,,,,,
51103,,,,,
51104,,,,,
51105,,,,,
51106,,,,,
51107,,,,,
51108,,,,,
51109,,,,,
51110,,,,,
51111,,,,,
51112,,,,,
51113,,,,,
51114,,,,,
51115,,,,,
51116,,,,,
51117,,,,,
51118,,,,,
51119,,,,,
51120,,,,,
51121,,,,,
51122,,,,,
51123,,,,,
51124,,,,,
51125,,,,,
51126,,,,,
51127,,,,,
51128,,,,,
51129,,,,,
51130,,,,,
51131,,,,,
51132,,,,,
51133,,,,,
51134,,,,,
51135,,,,,
51136,,,,,
51137,,,,,
51138,,,,,
51139,,,,,
51140,,,,,
51141,,,,,
51142,,,,,
51143,,,,,
51144,,,,,
51145,,,,,
51146,,,,,
51147,,,,,
51148,,,,,
51149,,,,,
51150,,,,,
51151,,,,,
51152,,,,,
51153,,,,,
51154,,,,,
51155,,,,,
51156,,,,,
51157,,,,,
51158,,,,,
51159,,,,,
51160,,,,,
51161,,,,,
51162,,,,,
51163,,,,,
51164,,,,,
51165,,,,,
51166,,,,,
51167,,,,,
51168,,,,,
51169,,,,,
51170,,,,,
51171,,,,,
51172,,,,,
51173,,,,,
51174,,,,,
51175,,,,,
51176,,,,,
51177,,,,,
51178,,,,,
51179,,,,,
51180,,,,,
51181,,,,,
51182,,,,,
51183,,,,,
51184,,,,,
51185,,,,,
51186,,,,,
51187,,,,,
51188,,,,,
51189,,,,,
51190,,,,,
51191,,,,,
51192,,,,,
51193,,,,,
51194,,,,,
51195,,,,,
51196,,,,,
51197,,,,,
51198,,,,,
51199,,,,,
51200,,,,,
51201,,,,,
51202,,,,,
51203,,,,,
51204,,,,,
51205,,,,,
51206,,,,,
51207,,,,,
51208,,,,,
51209,,,,,
51210,,,,,
51211,,,,,
51212,,,,,
51213,,,,,
51214,,,,,
51215,,,,,
51216,,,,,
51217,,,,,
51218,,,,,
51219,,,,,
51220,,,,,
51221,,,,,
51222,,,,,
51223,,,,,
51224,,,,,
51225,,,,,
51226,,,,,
51227,,,,,
51228,,,,,
51229,,,,,
51230,,,,,
51231,,,,,
51232,,,,,
51233,,,,,
51234,,,,,
51235,,,,,
51236,,,,,
51237,,,,,
51238,,,,,
51239,,,,,
51240,,,,,
51241,,,,,
51242,,,,,
51243,,,,,
51244,,,,,
51245,,,,,
51246,,,,,
51247,,,,,
51248,,,,,
51249,,,,,
51250,,,,31283.78,
51251,,,,,
51252,,,,,
51253,,,,,
51254,,,,,
51255,,,,,
51256,,,,,
51257,,,,,
51258,,,,,
51259,,,,,
51260,,,,,
51261,,,,293650.04,
51262,,,,144963.45,
51263,,,,102996.68,
51264,,,,93950.32,
51265,,,,,
51266,,,,135739.05,
51267,,,,67780.2,
51268,,,,67780.2,
51269,,,,67780.2,
51270,55.0,,,273596.91,
51271,,,,,
51272,,,,,
51273,,,,,
51274,,,,,
51275,,,,,
51276,,,,,
51277,,,,,
51278,,,,,
51279,,,,,
51280,,,,,
51281,,,,,
51282,,,,,
51283,,,,,
51284,,,,,
51285,,,,,
51286,,,,,
51287,,,,,
51288,,,,,
51289,,,,,
51290,,,,,
51291,,,,,
51292,,,,,
51293,,,,,
51294,,,,,
51295,,,,,
51296,,,,,
51297,,,,,
51298,,,,,
51299,,,,,
51300,,,,,
51301,,,,,
51302,,,,,
51303,,,,,
51304,,,,,
51305,,,,,
51306,,,,,
51307,,,,,
51308,,,,,
51309,,,,,
51310,,,,,
51311,,,,,
51312,,,,,
51313,,,,,
51314,,,,,
51315,,,,,
51316,,,,,
51317,,,,,
51318,,,,,
51319,,,,,
51320,,,,,
51321,,,,,
51322,,,,,
51323,,,,,
51324,,,,,
51325,,,,,
51326,,,,,
51327,,,,,
51328,,,,,
51329,,,,,
51330,,,,458066.4,
51331,,,,,
51332,,,,,
51333,,,,,
51334,,,,,
51335,,,,,
51336,,,,,
51337,,,,,
51338,,,,,
51339,,,,,
51340,,,,,
51341,,,,,
51342,,,,,
51343,,,,,
51344,,,,,
51345,,,,,
51346,,,,,
51347,,,,,
51348,,,,,
51349,,,,,
51350,,,,,
51351,,,,,
51352,,,,,
51353,,,,,
51354,,,,,
51355,,,,,
51356,,,,,
51357,,,,,
51358,,,,,
51359,,,,,
51360,,,,,
51361,,,,,
51362,,,,,
51363,,,,,
51364,,,,,
51365,,,,,
51366,,,,,
51367,,,,,
51368,,,,,
51369,,,,,
51370,,,,,
51371,,,,,
51372,,,,,
51373,,,,,
51374,,,,,
51375,,,,,
51376,,,,,
51377,,,,,
51378,,,,,
51379,,,,,
51380,,,,,
51381,,,,,
51382,,,,,
51383,,,,,
51384,,,,,
51385,,,,,
51386,,,,,
51387,,,,,
51388,,,,,
51389,,,,,
51390,,,,,
51391,,,,,
51392,,,,,
51393,,,,,
51394,,,,,
51395,,,,,
51396,,,,,
51397,,,,,
51398,,,,,
51399,,,,,
51400,,,,,
51401,,,,,
51402,,,,,
51403,,,,,
51404,,,,,
51405,,,,,
51406,,,,,
51407,,,,,
51408,,,,,
51409,,,,,
51410,,,,,
51411,,,,,
51412,,,,,
51413,,,,,
51414,,,,,
51415,,,,,
51416,,,,,
51417,,,,,
51418,,,,,
51419,,,,,
51420,,,,,
51421,,,,,
51422,,,,,
51423,,,,,
51424,,,,,
51425,,,,,
51426,,,,,
51427,,,,,
51428,,,,,
51429,,,,,
51430,,,,,
51431,,,,,
51432,,,,,
51433,,,,,
51434,,,,,
51435,,,,,
51436,,,,,
51437,,,,,
51438,,,,,
51439,,,,,
51440,,,,,
51441,,,,,
51442,,,,,
51443,,,,,
51444,,,,,
51445,,,,,
51446,,,,,
51447,,,,,
51448,,,,,
51449,,,,,
51450,,,,,
51451,,,,,
51452,,,,,
51453,,,,,
51454,,,,,
51455,,,,,
51456,,,,,
